"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"915",2018-12-15,"Valladolid","Ath Madrid",2,3,"A"
"916",2018-12-16,"Espanol","Betis",1,3,"A"
"917",2018-12-16,"Huesca","Villarreal",2,2,"D"
"918",2018-12-16,"Levante","Barcelona",0,5,"A"
"919",2018-12-16,"Sevilla","Girona",2,0,"H"
"920",2018-12-17,"Alaves","Ath Bilbao",0,0,"D"
"921",2018-12-21,"Girona","Getafe",1,1,"D"
"922",2018-12-21,"Sociedad","Alaves",0,1,"A"
"923",2018-12-22,"Ath Bilbao","Valladolid",1,1,"D"
"924",2018-12-22,"Ath Madrid","Espanol",1,0,"H"
"925",2018-12-22,"Barcelona","Celta",2,0,"H"
"926",2018-12-22,"Betis","Eibar",1,1,"D"
"927",2018-12-23,"Leganes","Sevilla",1,1,"D"
"928",2018-12-23,"Valencia","Huesca",2,1,"H"
"929",2018-12-23,"Vallecano","Levante",2,1,"H"
"930",2019-01-03,"Villarreal","Real Madrid",2,2,"D"
"931",2019-01-04,"Espanol","Leganes",1,0,"H"
"932",2019-01-04,"Levante","Girona",2,2,"D"
"933",2019-01-05,"Alaves","Valencia",2,1,"H"
"934",2019-01-05,"Huesca","Betis",2,1,"H"
"935",2019-01-05,"Valladolid","Vallecano",0,1,"A"
"936",2019-01-06,"Eibar","Villarreal",0,0,"D"
"937",2019-01-06,"Getafe","Barcelona",1,2,"A"
"938",2019-01-06,"Real Madrid","Sociedad",0,2,"A"
"939",2019-01-06,"Sevilla","Ath Madrid",1,1,"D"
"940",2019-01-07,"Celta","Ath Bilbao",1,2,"A"
"941",2019-01-11,"Vallecano","Celta",4,2,"H"
"942",2019-01-12,"Girona","Alaves",1,1,"D"
"943",2019-01-12,"Leganes","Huesca",1,0,"H"
"944",2019-01-12,"Valencia","Valladolid",1,1,"D"
"945",2019-01-12,"Villarreal","Getafe",1,2,"A"
"946",2019-01-13,"Ath Bilbao","Sevilla",2,0,"H"
"947",2019-01-13,"Ath Madrid","Levante",1,0,"H"
"948",2019-01-13,"Barcelona","Eibar",3,0,"H"
"949",2019-01-13,"Betis","Real Madrid",1,2,"A"
"950",2019-01-14,"Sociedad","Espanol",3,2,"H"
"951",2019-01-18,"Getafe","Alaves",4,0,"H"
"952",2019-01-19,"Celta","Valencia",1,2,"A"
"953",2019-01-19,"Huesca","Ath Madrid",0,3,"A"
"954",2019-01-19,"Real Madrid","Sevilla",2,0,"H"
"955",2019-01-20,"Barcelona","Leganes",3,1,"H"
"956",2019-01-20,"Betis","Girona",3,2,"H"
"957",2019-01-20,"Levante","Valladolid",2,0,"H"
"958",2019-01-20,"Vallecano","Sociedad",2,2,"D"
"959",2019-01-20,"Villarreal","Ath Bilbao",1,1,"D"
"960",2019-01-21,"Eibar","Espanol",3,0,"H"
"961",2019-01-26,"Ath Madrid","Getafe",2,0,"H"
"962",2019-01-26,"Leganes","Eibar",2,2,"D"
"963",2019-01-26,"Sevilla","Levante",5,0,"H"
"964",2019-01-26,"Valencia","Villarreal",3,0,"H"
"965",2019-01-27,"Ath Bilbao","Betis",1,0,"H"
"966",2019-01-27,"Espanol","Real Madrid",2,4,"A"
"967",2019-01-27,"Girona","Barcelona",0,2,"A"
"968",2019-01-27,"Sociedad","Huesca",0,0,"D"
"969",2019-01-27,"Valladolid","Celta",2,1,"H"
"970",2019-01-28,"Alaves","Vallecano",0,1,"A"
"971",2019-02-01,"Huesca","Valladolid",4,0,"H"
"972",2019-02-02,"Barcelona","Valencia",2,2,"D"
"973",2019-02-02,"Celta","Sevilla",1,0,"H"
"974",2019-02-02,"Levante","Getafe",0,0,"D"
"975",2019-02-02,"Sociedad","Ath Bilbao",2,1,"H"
"976",2019-02-03,"Betis","Ath Madrid",1,0,"H"
"977",2019-02-03,"Eibar","Girona",3,0,"H"
"978",2019-02-03,"Real Madrid","Alaves",3,0,"H"
"979",2019-02-03,"Villarreal","Espanol",2,2,"D"
"980",2019-02-04,"Vallecano","Leganes",1,2,"A"
"981",2019-02-08,"Valladolid","Villarreal",0,0,"D"
"982",2019-02-09,"Ath Madrid","Real Madrid",1,3,"A"
"983",2019-02-09,"Espanol","Vallecano",2,1,"H"
"984",2019-02-09,"Getafe","Celta",3,1,"H"
"985",2019-02-09,"Girona","Huesca",0,2,"A"
"986",2019-02-10,"Ath Bilbao","Barcelona",0,0,"D"
"987",2019-02-10,"Leganes","Betis",3,0,"H"
"988",2019-02-10,"Sevilla","Eibar",2,2,"D"
"989",2019-02-10,"Valencia","Sociedad",0,0,"D"
"990",2019-02-11,"Alaves","Levante",2,0,"H"
"991",2019-02-15,"Eibar","Getafe",2,2,"D"
"992",2019-02-16,"Barcelona","Valladolid",1,0,"H"
"993",2019-02-16,"Celta","Levante",1,4,"A"
"994",2019-02-16,"Sociedad","Leganes",3,0,"H"
"995",2019-02-16,"Vallecano","Ath Madrid",0,1,"A"
"996",2019-02-17,"Betis","Alaves",1,1,"D"
"997",2019-02-17,"Real Madrid","Girona",1,2,"A"
"998",2019-02-17,"Valencia","Espanol",0,0,"D"
"999",2019-02-17,"Villarreal","Sevilla",3,0,"H"
"1000",2019-02-18,"Huesca","Ath Bilbao",0,1,"A"
"1001",2019-02-22,"Espanol","Huesca",1,1,"D"
"1002",2019-02-23,"Alaves","Celta",0,0,"D"
"1003",2019-02-23,"Ath Bilbao","Eibar",1,0,"H"
"1004",2019-02-23,"Getafe","Vallecano",2,1,"H"
"1005",2019-02-23,"Sevilla","Barcelona",2,4,"A"
"1006",2019-02-24,"Ath Madrid","Villarreal",2,0,"H"
"1007",2019-02-24,"Leganes","Valencia",1,1,"D"
"1008",2019-02-24,"Levante","Real Madrid",1,2,"A"
"1009",2019-02-24,"Valladolid","Betis",0,2,"A"
"1010",2019-02-25,"Girona","Sociedad",0,0,"D"
"1011",2019-03-01,"Vallecano","Girona",0,2,"A"
"1012",2019-03-02,"Espanol","Valladolid",3,1,"H"
"1013",2019-03-02,"Huesca","Sevilla",2,1,"H"
"1014",2019-03-02,"Real Madrid","Barcelona",0,1,"A"
"1015",2019-03-02,"Villarreal","Alaves",1,2,"A"
"1016",2019-03-03,"Betis","Getafe",1,2,"A"
"1017",2019-03-03,"Eibar","Celta",1,0,"H"
"1018",2019-03-03,"Sociedad","Ath Madrid",0,2,"A"
"1019",2019-03-03,"Valencia","Ath Bilbao",2,0,"H"
"1020",2019-03-04,"Leganes","Levante",1,0,"H"
"1021",2019-03-08,"Ath Bilbao","Espanol",1,1,"D"
"1022",2019-03-09,"Alaves","Eibar",1,1,"D"
"1023",2019-03-09,"Ath Madrid","Leganes",1,0,"H"
"1024",2019-03-09,"Barcelona","Vallecano",3,1,"H"
"1025",2019-03-09,"Getafe","Huesca",2,1,"H"
"1026",2019-03-10,"Celta","Betis",0,1,"A"
"1027",2019-03-10,"Girona","Valencia",2,3,"A"
"1028",2019-03-10,"Levante","Villarreal",0,2,"A"
"1029",2019-03-10,"Sevilla","Sociedad",5,2,"H"
"1030",2019-03-10,"Valladolid","Real Madrid",1,4,"A"
"1031",2019-03-15,"Sociedad","Levante",1,1,"D"
"1032",2019-03-16,"Ath Bilbao","Ath Madrid",2,0,"H"
"1033",2019-03-16,"Huesca","Alaves",1,3,"A"
"1034",2019-03-16,"Leganes","Girona",0,2,"A"
"1035",2019-03-16,"Real Madrid","Celta",2,0,"H"
"1036",2019-03-17,"Betis","Barcelona",1,4,"A"
"1037",2019-03-17,"Eibar","Valladolid",1,2,"A"
"1038",2019-03-17,"Espanol","Sevilla",0,1,"A"
"1039",2019-03-17,"Valencia","Getafe",0,0,"D"
"1040",2019-03-17,"Villarreal","Vallecano",3,1,"H"
"1041",2019-03-29,"Girona","Ath Bilbao",1,2,"A"
"1042",2019-03-30,"Alaves","Ath Madrid",0,4,"A"
"1043",2019-03-30,"Barcelona","Espanol",2,0,"H"
"1044",2019-03-30,"Celta","Villarreal",3,2,"H"
"1045",2019-03-30,"Getafe","Leganes",0,2,"A"
"1046",2019-03-31,"Levante","Eibar",2,2,"D"
"1047",2019-03-31,"Real Madrid","Huesca",3,2,"H"
"1048",2019-03-31,"Sevilla","Valencia",0,1,"A"
"1049",2019-03-31,"Valladolid","Sociedad",1,1,"D"
"1050",2019-03-31,"Vallecano","Betis",1,1,"D"
"1051",2019-04-02,"Ath Madrid","Girona",2,0,"H"
"1052",2019-04-02,"Espanol","Getafe",1,1,"D"
"1053",2019-04-02,"Villarreal","Barcelona",4,4,"D"
"1054",2019-04-03,"Ath Bilbao","Levante",3,2,"H"
"1055",2019-04-03,"Eibar","Vallecano",2,1,"H"
"1056",2019-04-03,"Huesca","Celta",3,3,"D"
"1057",2019-04-03,"Valencia","Real Madrid",2,1,"H"
"1058",2019-04-04,"Leganes","Valladolid",1,0,"H"
"1059",2019-04-04,"Sevilla","Alaves",2,0,"H"
"1060",2019-04-04,"Sociedad","Betis",2,1,"H"
"1061",2019-04-06,"Barcelona","Ath Madrid",2,0,"H"
"1062",2019-04-06,"Girona","Espanol",1,2,"A"
"1063",2019-04-06,"Real Madrid","Eibar",2,1,"H"
"1064",2019-04-06,"Vallecano","Valencia",2,0,"H"
"1065",2019-04-07,"Alaves","Leganes",1,1,"D"
"1066",2019-04-07,"Betis","Villarreal",2,1,"H"
"1067",2019-04-07,"Celta","Sociedad",3,1,"H"
"1068",2019-04-07,"Getafe","Ath Bilbao",1,0,"H"
"1069",2019-04-07,"Levante","Huesca",2,2,"D"
"1070",2019-04-07,"Valladolid","Sevilla",0,2,"A"
"1071",2019-04-13,"Ath Madrid","Celta",2,0,"H"
"1072",2019-04-13,"Espanol","Alaves",2,1,"H"
"1073",2019-04-13,"Huesca","Barcelona",0,0,"D"
"1074",2019-04-13,"Sevilla","Betis",3,2,"H"
"1075",2019-04-14,"Ath Bilbao","Vallecano",3,2,"H"
"1076",2019-04-14,"Girona","Villarreal",0,1,"A"
"1077",2019-04-14,"Sociedad","Eibar",1,1,"D"
"1078",2019-04-14,"Valencia","Levante",3,1,"H"
"1079",2019-04-14,"Valladolid","Getafe",2,2,"D"
"1080",2019-04-15,"Leganes","Real Madrid",1,1,"D"
"1081",2019-04-19,"Alaves","Valladolid",2,2,"D"
"1082",2019-04-20,"Barcelona","Sociedad",2,1,"H"
"1083",2019-04-20,"Celta","Girona",2,1,"H"
"1084",2019-04-20,"Eibar","Ath Madrid",0,1,"A"
"1085",2019-04-20,"Vallecano","Huesca",0,0,"D"
"1086",2019-04-21,"Betis","Valencia",1,2,"A"
"1087",2019-04-21,"Getafe","Sevilla",3,0,"H"
"1088",2019-04-21,"Levante","Espanol",2,2,"D"
"1089",2019-04-21,"Real Madrid","Ath Bilbao",3,0,"H"
"1090",2019-04-21,"Villarreal","Leganes",2,1,"H"
"1091",2019-04-23,"Alaves","Barcelona",0,2,"A"
"1092",2019-04-23,"Huesca","Eibar",2,0,"H"
"1093",2019-04-23,"Valladolid","Girona",1,0,"H"
"1094",2019-04-24,"Ath Madrid","Valencia",3,2,"H"
"1095",2019-04-24,"Espanol","Celta",1,1,"D"
"1096",2019-04-24,"Leganes","Ath Bilbao",0,1,"A"
"1097",2019-04-24,"Levante","Betis",4,0,"H"
"1098",2019-04-25,"Getafe","Real Madrid",0,0,"D"
"1099",2019-04-25,"Sevilla","Vallecano",5,0,"H"
"1100",2019-04-25,"Sociedad","Villarreal",0,1,"A"
"1101",2019-04-27,"Ath Bilbao","Alaves",1,1,"D"
"1102",2019-04-27,"Ath Madrid","Valladolid",1,0,"H"
"1103",2019-04-27,"Barcelona","Levante",1,0,"H"
"1104",2019-04-27,"Leganes","Celta",0,0,"D"
"1105",2019-04-28,"Girona","Sevilla",1,0,"H"
"1106",2019-04-28,"Sociedad","Getafe",2,1,"H"
"1107",2019-04-28,"Valencia","Eibar",0,1,"A"
"1108",2019-04-28,"Vallecano","Real Madrid",1,0,"H"
"1109",2019-04-28,"Villarreal","Huesca",1,1,"D"
"1110",2019-04-29,"Betis","Espanol",1,1,"D"
"1111",2019-05-03,"Sevilla","Leganes",0,3,"A"
"1112",2019-05-04,"Alaves","Sociedad",0,1,"A"
"1113",2019-05-04,"Celta","Barcelona",2,0,"H"
"1114",2019-05-04,"Espanol","Ath Madrid",3,0,"H"
"1115",2019-05-04,"Levante","Vallecano",4,1,"H"
"1116",2019-05-05,"Eibar","Betis",1,0,"H"
"1117",2019-05-05,"Getafe","Girona",2,0,"H"
"1118",2019-05-05,"Huesca","Valencia",2,6,"A"
"1119",2019-05-05,"Real Madrid","Villarreal",3,2,"H"
"1120",2019-05-05,"Valladolid","Ath Bilbao",1,0,"H"
"1121",2019-05-12,"Ath Bilbao","Celta",3,1,"H"
"1122",2019-05-12,"Ath Madrid","Sevilla",1,1,"D"
"1123",2019-05-12,"Barcelona","Getafe",2,0,"H"
"1124",2019-05-12,"Betis","Huesca",2,1,"H"
"1125",2019-05-12,"Girona","Levante",1,2,"A"
"1126",2019-05-12,"Leganes","Espanol",0,2,"A"
"1127",2019-05-12,"Sociedad","Real Madrid",3,1,"H"
"1128",2019-05-12,"Valencia","Alaves",3,1,"H"
"1129",2019-05-12,"Vallecano","Valladolid",1,2,"A"
"1130",2019-05-12,"Villarreal","Eibar",1,0,"H"
"1131",2019-05-18,"Alaves","Girona",2,1,"H"
"1132",2019-05-18,"Celta","Vallecano",2,2,"D"
"1133",2019-05-18,"Espanol","Sociedad",2,0,"H"
"1134",2019-05-18,"Getafe","Villarreal",2,2,"D"
"1135",2019-05-18,"Huesca","Leganes",2,1,"H"
"1136",2019-05-18,"Levante","Ath Madrid",2,2,"D"
"1137",2019-05-18,"Sevilla","Ath Bilbao",2,0,"H"
"1138",2019-05-18,"Valladolid","Valencia",0,2,"A"
"1139",2019-05-19,"Eibar","Barcelona",2,2,"D"
"1140",2019-05-19,"Real Madrid","Betis",0,2,"A"
