is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description,id,name,relative_velocity.kilometers_per_minute,proportion_of_max_diameter_to_earth
0,175.6123184804,392.6810818086,1995-02-18 00:00:00,1995-02-18 20:13:00,Earth,6.1085229744000005,21990.6827079513,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3766092,(2016 YE3),366.51137846585505,3.0817852912305764e-05
0,92.1626548503,206.08196123209999,1995-02-18 00:00:00,1995-02-18 15:01:00,Earth,11.217348156400002,40382.4533630756,An asteroid orbit contained entirely within the orbit of the Eart,3703545,(2015 AJ44),673.0408893845932,1.6173439117257885e-05
0,19.2555078188,43.0566244241,1995-02-18 00:00:00,1995-02-18 07:59:00,Earth,9.0552146724,32598.772820709302,Near Earth asteroid orbits similar to that of 2062 Aten,3776085,(2017 MA5),543.312880345155,3.379110377028724e-06
0,29.144390453499998,65.1688382168,1995-02-18 00:00:00,1995-02-18 16:05:00,Earth,7.5756500407,27272.340146549,Near Earth asteroid orbits similar to that of 1221 Amor,3843636,(2019 QZ3),454.5390024424833,5.114490520860147e-06
0,7.3207398935,16.3696720474,1995-02-15 00:00:00,1995-02-15 09:40:00,Earth,23.4100298231,84276.1073632331,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3647013,(2013 QP48),1404.6017893872186,1.2847019343431174e-06
0,242.41248110080002,542.0507863358,1995-02-15 00:00:00,1995-02-15 02:13:00,Earth,3.089003928,11120.4141406276,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3314405,(2006 BX139),185.34023567712663,4.254047922899074e-05
0,76.6575573531,171.4115092306,1995-02-15 00:00:00,1995-02-15 01:46:00,Earth,7.919524047,28510.2865690244,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3702321,(2014 YF),475.1714428170733,1.3452480711866268e-05
0,201.62991944279997,450.8582061718,1995-02-15 00:00:00,1995-02-15 22:36:00,Earth,2.1643758564,7791.7530829515,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3447920,(2009 DF1),129.862551382525,3.5383629428017583e-05
0,167.7084621628,375.00752179809996,1995-02-15 00:00:00,1995-02-15 02:15:00,Earth,20.0192419611,72069.2710600874,Near Earth asteroid orbits similar to that of 2062 Aten,3426410,(2008 QV11),1201.1545176681234,2.9430821048351904e-05
0,92.1626548503,206.08196123209999,1995-02-15 00:00:00,1995-02-15 18:33:00,Earth,8.526855944400001,30696.681399696,An asteroid orbit contained entirely within the orbit of the Eart,3666785,(2014 FP47),511.61135666160004,1.6173439117257885e-05
0,16.0160337979,35.8129403019,1995-02-15 00:00:00,1995-02-15 06:13:00,Earth,4.6554785934,16759.7229360863,Near Earth asteroid orbits similar to that of 1221 Amor,3719196,(2015 JR1),279.3287156014383,2.810621590166379e-06
0,63.7609789875,142.57388332809998,1995-02-15 00:00:00,1995-02-15 18:07:00,Earth,7.9199338078,28511.7617082204,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3610026,(2012 TB53),475.19602847034,1.1189286087592214e-05
0,5.4119649665999985,12.1015215572,1995-02-15 00:00:00,1995-02-15 03:10:00,Earth,19.4732712844,70103.7766238148,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989296,(2020 BK13),1168.39627706358,9.497348577303406e-07
0,530.3407233187,1185.8779085771,1995-02-16 00:00:00,1995-02-16 18:35:00,Earth,16.7314553517,60233.2392661186,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2306462,306462 (1999 RC32),1003.8873211019768,9.306842792160571e-05
0,46.190746028199996,103.28564805040001,1995-02-16 00:00:00,1995-02-16 13:12:00,Earth,14.5882415865,52517.6697114198,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3371672,(2007 FJ1),875.29449519033,8.105921209417675e-06
0,139.49382293440001,311.91767052259996,1995-02-16 00:00:00,1995-02-16 01:05:00,Earth,28.2415483514,101669.5740652034,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3448109,(2009 DB12),1694.4929010867236,2.4479490701820747e-05
0,92.1626548503,206.08196123209999,1995-02-16 00:00:00,1995-02-16 16:11:00,Earth,16.299622651099998,58678.641543813486,Near Earth asteroid orbits similar to that of 1221 Amor,3423827,(2008 PR9),977.9773590635581,1.6173439117257885e-05
0,18.388867207,41.1187571041,1995-02-16 00:00:00,1995-02-16 21:47:00,Earth,10.461926587699999,37662.9357158986,Near Earth asteroid orbits similar to that of 2062 Aten,3740929,(2016 BW14),627.7155952649767,3.22702535740857e-06
0,6.676594135,14.9293183439,1995-02-16 00:00:00,1995-02-16 04:59:00,Earth,5.4687564032,19687.5230515691,Near Earth asteroid orbits similar to that of 1221 Amor,3752430,(2016 HD3),328.1253841928184,1.1716620894600534e-06
1,1460.6796427135998,3266.1789744576,1995-02-13 00:00:00,1995-02-13 07:58:00,Earth,33.931711008200004,122154.1596293958,Near Earth asteroid orbits similar to that of 2062 Aten,2192642,192642 (1999 RD32),2035.9026604899302,0.0002563317355562392
0,9.0814454086,20.3067292676,1995-02-13 00:00:00,1995-02-13 08:00:00,Earth,13.3856782032,48188.4415313854,Near Earth asteroid orbits similar to that of 2062 Aten,3836139,(2018 VA6),803.1406921897566,1.5936846074085702e-06
0,12.721987853900002,28.447229650300002,1995-02-13 00:00:00,1995-02-13 23:47:00,Earth,17.8763553959,64354.879425373205,Near Earth asteroid orbits similar to that of 2062 Aten,3799861,(2018 EZ2),1072.5813237562202,2.23255608619526e-06
0,8.4053340207,18.7948982439,1995-02-13 00:00:00,1995-02-13 20:20:00,Earth,13.4666716675,48480.018002933,Near Earth asteroid orbits similar to that of 1221 Amor,3836049,(2018 VX1),808.0003000488832,1.4750351784570712e-06
0,14.6067964271,32.6617897446,1995-02-13 00:00:00,1995-02-13 01:14:00,Earth,17.715238164000002,63774.8573904191,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3798979,(2018 BR6),1062.9142898403184,2.5633173555642756e-06
0,20.1629919443,45.0858206172,1995-02-13 00:00:00,1995-02-13 16:36:00,Earth,13.4239826447,48326.337520775305,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3776011,(2017 MZ2),805.4389586795883,3.5383629428033276e-06
0,27.8326768072,62.2357573367,1995-02-14 00:00:00,1995-02-14 01:53:00,Earth,8.4443752677,30399.7509636371,Near Earth asteroid orbits similar to that of 2062 Aten,3402249,(2008 CK70),506.66251606061826,4.884300528700361e-06
0,384.1978910643,859.0926012317999,1995-02-14 00:00:00,1995-02-14 00:23:00,Earth,16.820418964,60553.50827031581,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2162015,162015 (1994 TF2),1009.2251378385968,6.742211593406058e-05
0,96.50614695790001,215.7943048444,1995-02-14 00:00:00,1995-02-14 20:01:00,Earth,11.262864323199999,40546.3115634109,Near Earth asteroid orbits similar to that of 1221 Amor,3843369,(2019 OS1),675.7718593901817,1.69356698198399e-05
0,53.0340723319,118.5877908577,1995-02-14 00:00:00,1995-02-14 08:40:00,Earth,20.4659421992,73677.3919169638,An asteroid orbit contained entirely within the orbit of the Eart,3892166,(2019 UP13),1227.9565319493965,9.306842792159787e-06
0,50.6471458835,113.25046106180001,1995-02-26 00:00:00,1995-02-26 10:32:00,Earth,14.1517345446,50946.244360510995,An asteroid orbit contained entirely within the orbit of the Eart,3757202,(2016 PP27),849.1040726751833,8.887965865782453e-06
0,30.5179232594,68.24015094010001,1995-02-26 00:00:00,1995-02-26 23:49:00,Earth,11.5355023458,41527.8084448228,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3799683,(2018 DC),692.1301407470468,5.355529033126668e-06
0,242.41248110080002,542.0507863358,1995-02-26 00:00:00,1995-02-26 06:20:00,Earth,7.336099057899999,26409.9566083647,Near Earth asteroid orbits similar to that of 1221 Amor,2334412,334412 (2002 EZ2),440.16594347274497,4.254047922899074e-05
0,291.4439045349,651.6883821679,1995-02-26 00:00:00,1995-02-26 05:33:00,Earth,16.0048924285,57617.612742524005,An asteroid orbit contained entirely within the orbit of the Eart,2340291,340291 (2006 CV),960.2935457087334,5.114490520859363e-05
1,171.0625637514,382.5075209536,1995-02-26 00:00:00,1995-02-26 03:06:00,Earth,16.071979809800002,57859.1273154496,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989242,(2020 BN10),964.3187885908267,3.0019425596735207e-05
0,581.5070396458,1300.2892700427,1995-02-24 00:00:00,1995-02-24 16:10:00,Earth,10.6718263642,38418.5749110826,Near Earth asteroid orbits similar to that of 1221 Amor,3766034,(2016 XQ23),640.3095818513767,0.00010204750196536651
0,5.553349115800001,12.417666125699999,1995-02-24 00:00:00,1995-02-24 15:04:00,Earth,12.2801695833,44208.610499956296,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3627010,(2013 CL129),736.8101749992717,9.745460779861872e-07
0,63.7609789875,142.57388332809998,1995-02-24 00:00:00,1995-02-24 18:46:00,Earth,29.9575051775,107847.01863911052,Near Earth asteroid orbits similar to that of 2062 Aten,3031176,(2000 EB14),1797.450310651842,1.1189286087592214e-05
0,44.9940386047,100.6097289024,1995-02-24 00:00:00,1995-02-24 05:09:00,Earth,3.6067025449,12984.1291616758,Near Earth asteroid orbits similar to that of 2062 Aten,3989653,(2020 CJ1),216.40215269459668,7.895913428221629e-06
0,146.0679642714,326.6178974458,1995-02-25 00:00:00,1995-02-25 01:37:00,Earth,17.1644285178,61791.942663973095,An asteroid orbit contained entirely within the orbit of the Eart,3599543,(2012 DQ8),1029.8657110662182,2.563317355562706e-05
0,15.295193534400001,34.201092472,1995-02-25 00:00:00,1995-02-25 11:14:00,Earth,4.7740040353,17186.4145271212,Near Earth asteroid orbits similar to that of 1221 Amor,3736504,(2015 XN261),286.4402421186867,2.684122780725161e-06
0,38.419789106399996,85.9092601232,1995-02-25 00:00:00,1995-02-25 00:26:00,Earth,4.3442246652,15639.2087947834,An asteroid orbit contained entirely within the orbit of the Eart,3771019,(2017 ED3),260.6534799130567,6.742211593407628e-06
0,63.7609789875,142.57388332809998,1995-02-25 00:00:00,1995-02-25 18:50:00,Earth,15.6983661426,56514.118113464014,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3843177,(2019 NW3),941.9019685577337,1.1189286087592214e-05
0,20.7469842192,46.39166704220001,1995-02-25 00:00:00,1995-02-25 12:08:00,Earth,9.8624570411,35504.845348071496,Near Earth asteroid orbits similar to that of 2062 Aten,3986764,(2020 BM1),591.7474224678583,3.6408465737089947e-06
1,146.0679642714,326.6178974458,1995-02-22 00:00:00,1995-02-22 07:01:00,Earth,19.2231654576,69203.395647432,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3646046,(2013 QU1),1153.3899274572,2.563317355562706e-05
0,11.080388212599999,24.7765012606,1995-02-22 00:00:00,1995-02-22 06:32:00,Earth,7.1641480595,25790.933014339502,Near Earth asteroid orbits similar to that of 1221 Amor,3780693,(2017 PZ26),429.848883572325,1.9444750636163868e-06
0,19.2555078188,43.0566244241,1995-02-22 00:00:00,1995-02-22 16:00:00,Earth,3.559962966,12815.866677463899,Near Earth asteroid orbits similar to that of 1221 Amor,3840126,(2018 PM28),213.59777795773164,3.379110377028724e-06
1,121.49404079959999,271.6689340891,1995-02-22 00:00:00,1995-02-22 11:34:00,Earth,28.4189571094,102308.2455937979,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3005973,(1995 CR),1705.1374265632987,2.1320745101954168e-05
0,44.1118199997,98.6370281305,1995-02-22 00:00:00,1995-02-22 13:38:00,Earth,17.5649076529,63233.667550520586,An asteroid orbit contained entirely within the orbit of the Eart,3348144,(2006 TL),1053.8944591753434,7.741094657863757e-06
0,44.1118199997,98.6370281305,1995-02-22 00:00:00,1995-02-22 06:00:00,Earth,10.5515197723,37985.4711801058,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3660308,(2014 BR57),633.0911863350967,7.741094657863757e-06
1,802.7031672828999,1794.8988477988,1995-02-23 00:00:00,1995-02-23 06:22:00,Earth,10.0294124178,36105.8847039331,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2200840,200840 (2001 XN254),601.7647450655518,0.00014086476595501492
0,4.6190746028,10.328564805,1995-02-23 00:00:00,1995-02-23 18:52:00,Earth,10.610524654199999,38197.8887550016,Near Earth asteroid orbits similar to that of 1221 Amor,3726012,(2015 PS228),636.6314792500268,8.105921209386281e-07
0,53.0340723319,118.5877908577,1995-02-23 00:00:00,1995-02-23 08:07:00,Earth,20.7028686255,74530.3270516308,An asteroid orbit contained entirely within the orbit of the Eart,3664086,(2014 EC49),1242.17211752718,9.306842792159787e-06
1,160.1603379786,358.1294030194,1995-02-23 00:00:00,1995-02-23 18:22:00,Earth,17.947262088,64610.143516674005,Near Earth asteroid orbits similar to that of 1221 Amor,2216985,216985 (2000 QK130),1076.8357252778999,2.810621590169518e-05
0,699.1252322458,1563.2915440869,1995-02-23 00:00:00,1995-02-23 15:11:00,Earth,37.6101691531,135396.6089510848,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2455594,455594 (2004 SV55),2256.610149184747,0.0001226880822545048
0,291.4439045349,651.6883821679,1995-02-23 00:00:00,1995-02-23 00:11:00,Earth,28.810387646,103717.39552562199,Near Earth asteroid orbits similar to that of 2062 Aten,3404525,(2008 EJ),1728.6232587603665,5.114490520859363e-05
0,11.6025908209,25.9441817907,1995-02-23 00:00:00,1995-02-23 15:05:00,Earth,14.995636810499999,53984.292517769005,An asteroid orbit contained entirely within the orbit of the Eart,3799830,(2018 ES1),899.7382086294833,2.0361153500784804e-06
0,265.8,594.3468684194,1995-02-23 00:00:00,1995-02-23 21:25:00,Earth,27.9375247264,100575.0890150731,Near Earth asteroid orbits similar to that of 1221 Amor,3627116,(2013 DM1),1676.2514835845514,4.664470792806467e-05
0,26.58,59.434686841899996,1995-02-20 00:00:00,1995-02-20 22:41:00,Earth,0.681436673,2453.1720226433,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3781977,(2017 SV19),40.886200377388334,4.664470792803328e-06
0,80.2703167283,179.48988477990002,1995-02-20 00:00:00,1995-02-20 22:25:00,Earth,18.0944504784,65140.0217221424,Near Earth asteroid orbits similar to that of 1221 Amor,3264547,(2004 YA5),1085.6670287023733,1.4086476595503062e-05
0,146.0679642714,326.6178974458,1995-02-20 00:00:00,1995-02-20 01:08:00,Earth,17.3399436264,62423.797055154806,Near Earth asteroid orbits similar to that of 2062 Aten,3368184,(2007 CA27),1040.3966175859134,2.563317355562706e-05
0,30.5179232594,68.24015094010001,1995-02-20 00:00:00,1995-02-20 18:14:00,Earth,13.435925056199999,48369.330202288,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3625940,(2013 CL22),806.1555033714667,5.355529033126668e-06
1,366.9061375314,820.4270648822,1995-02-20 00:00:00,1995-02-20 13:12:00,Earth,21.730956608200003,78231.4437895517,Near Earth asteroid orbits similar to that of 1221 Amor,3744785,(2016 CL264),1303.8573964925286,6.438762085090253e-05
1,384.1978910643,859.0926012317999,1995-02-20 00:00:00,1995-02-20 09:39:00,Earth,18.8746964548,67948.9072373912,Near Earth asteroid orbits similar to that of 2062 Aten,2152685,152685 (1998 MZ),1132.4817872898536,6.742211593406058e-05
0,530.3407233187,1185.8779085771,1995-02-20 00:00:00,1995-02-20 09:36:00,Earth,21.8388396327,78619.8226778388,Near Earth asteroid orbits similar to that of 1221 Amor,2326386,326386 (2001 OA14),1310.33037796398,9.306842792160571e-05
1,146.0679642714,326.6178974458,1995-02-20 00:00:00,1995-02-20 06:47:00,Earth,18.2886298538,65839.0674735529,Near Earth asteroid orbits similar to that of 2062 Aten,3638380,(2013 JL22),1097.3177912258818,2.563317355562706e-05
0,146.0679642714,326.6178974458,1995-02-20 00:00:00,1995-02-20 01:08:00,Earth,17.3399435263,62423.7966946249,An asteroid orbit contained entirely within the orbit of the Eart,2526826,526826 (2007 CA27),1040.3966115770816,2.563317355562706e-05
1,211.1324447897,472.10649880550005,1995-02-21 00:00:00,1995-02-21 04:07:00,Earth,6.5617579266,23622.328535767203,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2303450,303450 (2005 BY2),393.70547559612,3.705120850773034e-05
0,24.241248110100003,54.205078633599996,1995-02-21 00:00:00,1995-02-21 15:03:00,Earth,10.5124589424,37844.8521924812,Near Earth asteroid orbits similar to that of 1221 Amor,3596492,(2012 BV61),630.7475365413534,4.254047922900644e-06
0,80.2703167283,179.48988477990002,1995-02-21 00:00:00,1995-02-21 21:43:00,Earth,5.2794699110000005,19006.0916796957,An asteroid orbit contained entirely within the orbit of the Eart,3743607,(2016 CV193),316.768194661595,1.4086476595503062e-05
0,8.4053340207,18.7948982439,1995-02-21 00:00:00,1995-02-21 22:16:00,Earth,5.4392766639999985,19581.3959904839,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3744694,(2016 DH),326.3565998413984,1.4750351784570712e-06
0,231.5021222103,517.6544821978,1995-02-21 00:00:00,1995-02-21 14:17:00,Earth,24.5854821807,88507.7358504059,Near Earth asteroid orbits similar to that of 1221 Amor,3770349,(2017 EU),1475.1289308400985,4.062584226948674e-05
0,483.67648821849997,1081.533506775,1995-02-21 00:00:00,1995-02-21 17:29:00,Earth,15.474761059,55709.1398122884,Near Earth asteroid orbits similar to that of 1221 Amor,2311554,311554 (2006 BQ147),928.4856635381401,8.487941506631611e-05
0,441.11819999690005,986.3702813053999,1995-02-21 00:00:00,1995-02-21 04:17:00,Earth,16.1803917206,58249.410193997595,Near Earth asteroid orbits similar to that of 2062 Aten,2267136,267136 (2000 EF104),970.8235032332933,7.741094657866896e-05
0,441.11819999690005,986.3702813053999,1995-02-21 00:00:00,1995-02-21 15:44:00,Earth,15.1061401776,54382.104639462195,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3360486,(2006 WE4),906.3684106577033,7.741094657866896e-05
0,160.1603379786,358.1294030194,1995-02-21 00:00:00,1995-02-21 12:08:00,Earth,20.3431731991,73235.4235168198,An asteroid orbit contained entirely within the orbit of the Eart,3656919,(2014 BG3),1220.5903919469968,2.810621590169518e-05
0,421.2646105562,941.9763057186,1995-02-21 00:00:00,1995-02-21 12:54:00,Earth,29.732425849400002,107036.7330578476,Near Earth asteroid orbits similar to that of 2062 Aten,3803762,(2018 GY4),1783.9455509641266,7.392688005953539e-05
