is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description,id,name,relative_velocity.kilometers_per_minute
0,1394.9382293439,3119.1767052261,1995-01-23 00:00:00,1995-01-23 12:39:00,Earth,18.3184771336,65946.5176808448,Near Earth asteroid orbits similar to that of 1221 Amor,2418265,418265 (2008 EA32),1099.10862801408
0,253.8370293645,567.5968528656,1995-01-23 00:00:00,1995-01-23 11:52:00,Earth,10.2254751657,36811.7105963641,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3378868,(2007 ML13),613.5285099394017
0,84.0146411251,187.86244866099997,1995-01-23 00:00:00,1995-01-23 03:55:00,Earth,26.7410738185,96267.86574642973,Near Earth asteroid orbits similar to that of 1221 Amor,3989181,(2020 BA8),1604.4644291071622
0,66.7659413495,149.2931834393,1995-01-24 00:00:00,1995-01-24 15:42:00,Earth,10.1853480584,36667.2530102342,Near Earth asteroid orbits similar to that of 2062 Aten,3092136,(1995 DV1),611.1208835039033
0,183.88867207029998,411.1875710413,1995-01-24 00:00:00,1995-01-24 07:49:00,Earth,4.5464176773,16367.1036381088,Near Earth asteroid orbits similar to that of 1221 Amor,3837908,(2019 AN13),272.78506063514664
1,319.5618867213,714.5621017269,1995-01-24 00:00:00,1995-01-24 08:00:00,Earth,29.097574657600003,104751.2687672923,An asteroid orbit contained entirely within the orbit of the Eart,3520755,(2010 JU39),1745.8544794548718
1,305.1792325939,682.4015094011,1995-01-24 00:00:00,1995-01-24 17:53:00,Earth,29.0975653046,104751.2350965809,Near Earth asteroid orbits similar to that of 1221 Amor,2494999,494999 (2010 JU39),1745.8539182763484
0,6.0891262211,13.6157001539,1995-01-24 00:00:00,1995-01-24 13:27:00,Earth,6.9725764248000015,25101.2751293536,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3759724,(2016 SA2),418.3545854892266
0,9.6506146958,21.5794304844,1995-01-24 00:00:00,1995-01-24 06:11:00,Earth,20.4060831379,73461.8992964429,Near Earth asteroid orbits similar to that of 2062 Aten,3767264,(2017 BS32),1224.3649882740485
0,33.4622374455,74.8238376074,1995-01-24 00:00:00,1995-01-24 12:33:00,Earth,19.6716930299,70818.0949077268,An asteroid orbit contained entirely within the orbit of the Eart,3484929,(2010 AJ3),1180.3015817954467
1,160.1603379786,358.1294030194,1995-01-24 00:00:00,1995-01-24 21:15:00,Earth,23.8683562881,85926.08263726441,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3365986,(2007 AV2),1432.1013772877402
0,44.1118199997,98.6370281305,1995-02-04 00:00:00,1995-02-04 09:06:00,Earth,13.3177213241,47943.7967668918,Near Earth asteroid orbits similar to that of 1221 Amor,3405174,(2008 ED8),799.0632794481967
0,60.891262210600004,136.1570015386,1995-02-04 00:00:00,1995-02-04 00:37:00,Earth,9.3593034274,33693.4923385536,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3792431,(2017 XT61),561.55820564256
0,253.8370293645,567.5968528656,1995-02-05 00:00:00,1995-02-05 10:31:00,Earth,11.657770373,41967.973342669,An asteroid orbit contained entirely within the orbit of the Eart,3511508,(2010 CW180),699.4662223778166
0,461.90746028160004,1032.8564805039,1995-02-05 00:00:00,1995-02-05 18:17:00,Earth,15.8578599967,57088.2959882395,Near Earth asteroid orbits similar to that of 2062 Aten,3781883,(2017 SN14),951.4715998039917
0,305.1792325939,682.4015094011,1995-02-05 00:00:00,1995-02-05 12:05:00,Earth,6.0784978136,21882.5921288516,An asteroid orbit contained entirely within the orbit of the Eart,2403039,403039 (2008 AE),364.7098688141933
0,201.62991944279997,450.8582061718,1995-02-05 00:00:00,1995-02-05 15:28:00,Earth,18.8874457375,67994.8046550187,Near Earth asteroid orbits similar to that of 2062 Aten,2417210,417210 (2005 XV77),1133.2467442503116
0,63.7609789875,142.57388332809998,1995-02-05 00:00:00,1995-02-05 12:55:00,Earth,21.7872877584,78434.2359302324,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3309092,(2005 YR3),1307.2372655038735
0,69.9125232246,156.32915440870002,1995-02-05 00:00:00,1995-02-05 02:52:00,Earth,17.3712451557,62536.482560568606,Near Earth asteroid orbits similar to that of 2062 Aten,3428255,(2008 SD85),1042.2747093428102
0,11.080388212599999,24.7765012606,1995-02-02 00:00:00,1995-02-02 02:23:00,Earth,13.484209762599999,48543.155145414414,Near Earth asteroid orbits similar to that of 1221 Amor,3660383,(2014 CE),809.0525857569069
0,21.113244479000002,47.2106498806,1995-02-02 00:00:00,1995-02-02 11:20:00,Earth,24.8346391163,89404.7008187466,Near Earth asteroid orbits similar to that of 2062 Aten,3092135,(1995 CS),1490.07834697911
0,66.7659413495,149.2931834393,1995-02-02 00:00:00,1995-02-02 14:24:00,Earth,8.3904973465,30205.790447289302,An asteroid orbit contained entirely within the orbit of the Eart,3437805,(2008 VR4),503.42984078815505
1,133.2155666981,297.8790627982,1995-02-02 00:00:00,1995-02-02 23:49:00,Earth,14.6181287101,52625.2633562682,Near Earth asteroid orbits similar to that of 1221 Amor,3730580,(2015 TY237),877.0877226044701
0,31.9561886721,71.45621017270001,1995-02-03 00:00:00,1995-02-03 18:26:00,Earth,6.7460042913,24285.6154486303,An asteroid orbit contained entirely within the orbit of the Eart,3703542,(2015 AE44),404.76025747717165
0,35.0392641108,78.35017643340001,1995-02-03 00:00:00,1995-02-03 09:21:00,Earth,6.6223534637,23840.472469422002,Near Earth asteroid orbits similar to that of 1221 Amor,3780765,(2017 QB2),397.3412078237
0,7.3207398935,16.3696720474,1995-02-03 00:00:00,1995-02-03 07:52:00,Earth,25.7737656571,92785.55636570939,Near Earth asteroid orbits similar to that of 1221 Amor,3708364,(2015 BP509),1546.4259394284898
0,127.2198785394,284.4722965033,1995-02-03 00:00:00,1995-02-03 06:12:00,Earth,17.0563194182,61402.7499056338,An asteroid orbit contained entirely within the orbit of the Eart,3843842,(2019 RL3),1023.3791650938966
1,192.55507818790002,430.566244241,1995-02-01 00:00:00,1995-02-01 00:09:00,Earth,40.5274283635,145898.7421084301,Near Earth asteroid orbits similar to that of 1221 Amor,2455176,455176 (1999 VF22),2431.6457018071683
0,17.561231848,39.2681081809,1995-02-01 00:00:00,1995-02-01 17:06:00,Earth,18.6971068429,67309.5846344717,Near Earth asteroid orbits similar to that of 2062 Aten,3472700,(2009 UZ87),1121.8264105745284
1,192.55507818790002,430.566244241,1995-02-01 00:00:00,1995-02-01 22:56:00,Earth,35.0340043592,126122.4156930422,Near Earth asteroid orbits similar to that of 2062 Aten,3767325,(2017 BK92),2102.0402615507032
0,8.801465209,19.6806745089,1995-02-01 00:00:00,1995-02-01 14:41:00,Earth,16.5295257061,59506.292541920804,Near Earth asteroid orbits similar to that of 2062 Aten,3840753,(2019 FY2),991.7715423653467
0,31.9561886721,71.45621017270001,1995-02-01 00:00:00,1995-02-01 08:18:00,Earth,9.3495624665,33658.424879427796,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3825584,(2018 NR1),560.9737479904633
0,127.2198785394,284.4722965033,1995-02-01 00:00:00,1995-02-01 21:07:00,Earth,7.7078305278,27748.189900122798,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3780805,(2017 QN16),462.4698316687133
0,350.3926411083001,783.5017643338,1995-01-30 00:00:00,1995-01-30 02:20:00,Earth,15.7296446272,56626.720657917096,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2387648,387648 (2002 RT25),943.7786776319516
0,63.7609789875,142.57388332809998,1995-01-30 00:00:00,1995-01-30 14:57:00,Earth,15.9653601056,57475.2963802219,An asteroid orbit contained entirely within the orbit of the Eart,3797908,(2018 BK5),957.9216063370317
0,18.388867207,41.1187571041,1995-01-30 00:00:00,1995-01-30 21:09:00,Earth,5.2075876342,18747.3154832336,An asteroid orbit contained entirely within the orbit of the Eart,3775044,(2017 KP27),312.4552580538933
1,175.6123184804,392.6810818086,1995-01-31 00:00:00,1995-01-31 08:00:00,Earth,6.412940484400001,23086.5857437658,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3170203,(2003 YX1),384.7764290627634
0,27.8326768072,62.2357573367,1995-01-31 00:00:00,1995-01-31 01:33:00,Earth,9.923215131000001,35723.574471602595,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3368734,(2007 DH8),595.3929078600432
0,10.581688593300001,23.661375011399997,1995-01-31 00:00:00,1995-01-31 16:12:00,Earth,16.4781785233,59321.442684018606,Near Earth asteroid orbits similar to that of 1221 Amor,3752779,(2016 JZ5),988.6907114003101
1,175.6123184804,392.6810818086,1995-01-31 00:00:00,1995-01-31 23:05:00,Earth,6.412940480700001,23086.5857304812,Near Earth asteroid orbits similar to that of 2062 Aten,2508908,508908 (2003 YX1),384.7764288413534
0,30.5179232594,68.24015094010001,1995-01-31 00:00:00,1995-01-31 12:08:00,Earth,4.2343745681,15243.7484451027,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3278402,(2005 KA),254.06247408504498
0,44.1118199997,98.6370281305,1995-01-31 00:00:00,1995-01-31 12:52:00,Earth,3.7577068851999997,13527.744786608899,An asteroid orbit contained entirely within the orbit of the Eart,3323934,(2006 DX),225.4624131101483
0,122.787731711,274.5617149089,1995-01-31 00:00:00,1995-01-31 15:19:00,Earth,22.4430609927,80795.0195737844,Near Earth asteroid orbits similar to that of 1221 Amor,3989251,(2020 BA11),1346.5836595630733
0,76.410840459,170.8598334843,1995-01-31 00:00:00,1995-01-31 16:13:00,Earth,13.986723834200001,50352.2058030358,Near Earth asteroid orbits similar to that of 1221 Amor,3989211,(2020 BL9),839.2034300505967
0,461.90746028160004,1032.8564805039,1995-02-08 00:00:00,1995-02-08 12:55:00,Earth,39.6053279147,142579.1804929074,Near Earth asteroid orbits similar to that of 2062 Aten,3446396,(2009 CT5),2376.3196748817904
0,24.241248110100003,54.205078633599996,1995-02-08 00:00:00,1995-02-08 20:23:00,Earth,25.2112885871,90760.63891343359,Near Earth asteroid orbits similar to that of 2062 Aten,3764806,(2016 WU7),1512.6773152238932
0,201.62991944279997,450.8582061718,1995-02-08 00:00:00,1995-02-08 11:01:00,Earth,16.3037277839,58693.4200219309,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3837976,(2019 BR1),978.2236670321817
1,242.41248110080002,542.0507863358,1995-02-09 00:00:00,1995-02-09 01:19:00,Earth,14.9377142983,53775.77147386701,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3381448,(2007 PV27),896.2628578977835
0,5.3034072332,11.858779085799998,1995-02-09 00:00:00,1995-02-09 22:14:00,Earth,6.2443682031,22479.7255313062,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3550089,(2010 UY7),374.6620921884367
0,183.88867207029998,411.1875710413,1995-02-09 00:00:00,1995-02-09 16:32:00,Earth,13.2817427849,47814.2740256807,Near Earth asteroid orbits similar to that of 2062 Aten,3309829,(2005 YL128),796.9045670946783
0,16.0160337979,35.8129403019,1995-02-09 00:00:00,1995-02-09 15:11:00,Earth,24.8346139002,89404.6100407693,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3837987,(2019 BO2),1490.0768340128218
0,48.3676488219,108.1533506775,1995-02-06 00:00:00,1995-02-06 16:14:00,Earth,7.5248159935,27089.337576743706,Near Earth asteroid orbits similar to that of 1221 Amor,3560054,(2011 FK1),451.4889596123951
0,46.190746028199996,103.28564805040001,1995-02-06 00:00:00,1995-02-06 18:54:00,Earth,21.7373225662,78254.3612381832,Near Earth asteroid orbits similar to that of 1221 Amor,3684006,(2014 QV296),1304.23935396972
1,350.3926411083001,783.5017643338,1995-02-06 00:00:00,1995-02-06 00:09:00,Earth,16.1419653325,58111.0751970367,An asteroid orbit contained entirely within the orbit of the Eart,2413260,413260 (2003 TL4),968.5179199506116
0,3.0517923258999997,6.824015094,1995-02-06 00:00:00,1995-02-06 23:53:00,Earth,6.566659705399999,23639.974939438198,Near Earth asteroid orbits similar to that of 1221 Amor,3831614,(2018 TM3),393.99958232396995
0,48.3676488219,108.1533506775,1995-02-07 00:00:00,1995-02-07 19:37:00,Earth,2.6374923873,9494.972594310699,An asteroid orbit contained entirely within the orbit of the Eart,3438964,(2008 VA15),158.24954323851165
1,139.49382293440001,311.91767052259996,1995-02-07 00:00:00,1995-02-07 05:16:00,Earth,32.12017274,115632.6218639942,Near Earth asteroid orbits similar to that of 1221 Amor,3838082,(2019 BF5),1927.2103643999033
1,221.0828103591,494.3561926196,1995-02-07 00:00:00,1995-02-07 11:13:00,Earth,16.1459712276,58125.49641945071,Near Earth asteroid orbits similar to that of 2062 Aten,3422140,(2008 OS7),968.7582736575118
0,253.8370293645,567.5968528656,1995-02-07 00:00:00,1995-02-07 10:10:00,Earth,30.1020291698,108367.30501134801,Near Earth asteroid orbits similar to that of 1221 Amor,3507181,(2010 CT),1806.1217501891335
0,105.8168859331,236.61375011380002,1995-02-07 00:00:00,1995-02-07 06:22:00,Earth,5.2364151536,18851.094553111398,Near Earth asteroid orbits similar to that of 1221 Amor,3724111,(2015 NA14),314.1849092185233
0,253.8370293645,567.5968528656,1995-02-11 00:00:00,1995-02-11 13:15:00,Earth,10.4274035158,37538.6526569696,Near Earth asteroid orbits similar to that of 2062 Aten,3398650,(2007 YO56),625.6442109494933
1,201.62991944279997,450.8582061718,1995-02-11 00:00:00,1995-02-11 08:00:00,Earth,29.681640603,106853.9061708626,Near Earth asteroid orbits similar to that of 2062 Aten,3734189,(2015 VO66),1780.8984361810433
1,211.1324447897,472.10649880550005,1995-02-11 00:00:00,1995-02-11 19:34:00,Earth,29.6821345454,106855.6843635937,Near Earth asteroid orbits similar to that of 2062 Aten,2512234,512234 (2015 VO66),1780.9280727265616
0,18.388867207,41.1187571041,1995-02-11 00:00:00,1995-02-11 09:56:00,Earth,23.8783896507,85962.20274257,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3829436,(2018 RB6),1432.7033790428334
0,8.4053340207,18.7948982439,1995-02-11 00:00:00,1995-02-11 05:36:00,Earth,10.5302108604,37908.7590974166,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3838779,(2019 CQ5),631.81265162361
0,101.054341542,225.96437710939998,1995-02-12 00:00:00,1995-02-12 05:03:00,Earth,13.9092558468,50073.321048304,An asteroid orbit contained entirely within the orbit of the Eart,3781463,(2017 RV15),834.5553508050667
0,40.2304579834,89.9580388169,1995-02-12 00:00:00,1995-02-12 22:12:00,Earth,15.4199862136,55511.950368895195,An asteroid orbit contained entirely within the orbit of the Eart,3182823,(2004 KG1),925.19917281492
0,13.9493822934,31.1917670523,1995-02-10 00:00:00,1995-02-10 07:44:00,Earth,23.136652317800003,83291.9483439346,Near Earth asteroid orbits similar to that of 1221 Amor,3798998,(2018 CH),1388.1991390655764
1,253.8370293645,567.5968528656,1995-02-10 00:00:00,1995-02-10 18:12:00,Earth,18.8377199661,67815.791878,An asteroid orbit contained entirely within the orbit of the Eart,2154275,154275 (2002 SR41),1130.2631979666667
0,48.3676488219,108.1533506775,1995-02-10 00:00:00,1995-02-10 19:38:00,Earth,7.2711243501,26176.0476603888,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3289746,(2005 RK3),436.26746100647995
0,18.388867207,41.1187571041,1995-02-19 00:00:00,1995-02-19 20:34:00,Earth,16.549422586,59577.921309590994,An asteroid orbit contained entirely within the orbit of the Eart,3770329,(2017 EM),992.9653551598499
0,10.1054341542,22.596437710900002,1995-02-19 00:00:00,1995-02-19 17:47:00,Earth,2.8293700894,10185.7323219304,Near Earth asteroid orbits similar to that of 1221 Amor,3799712,(2018 DT),169.76220536550667
0,101.054341542,225.96437710939998,1995-02-19 00:00:00,1995-02-19 14:41:00,Earth,28.5520254067,102787.2914641726,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3557485,(2011 CX46),1713.1215244028765
0,555.334911581,1241.766612574,1995-02-17 00:00:00,1995-02-17 03:09:00,Earth,15.6006738164,56162.425739075996,Near Earth asteroid orbits similar to that of 2062 Aten,2275792,275792 (2001 QH142),936.0404289845999
1,305.1792325939,682.4015094011,1995-02-17 00:00:00,1995-02-17 21:03:00,Earth,19.7511350029,71104.0860104116,Near Earth asteroid orbits similar to that of 2062 Aten,3422250,(2008 OP8),1185.0681001735268
0,12.721987853900002,28.447229650300002,1995-02-17 00:00:00,1995-02-17 08:54:00,Earth,2.3445187289,8440.2674240647,Near Earth asteroid orbits similar to that of 2062 Aten,3648878,(2013 TG6),140.67112373441165
0,127.2198785394,284.4722965033,1995-02-17 00:00:00,1995-02-17 13:41:00,Earth,9.9943074343,35979.5067635619,Near Earth asteroid orbits similar to that of 2062 Aten,3773659,(2017 FQ128),599.658446059365
0,637.6097898754,1425.7388332807,1995-02-17 00:00:00,1995-02-17 19:57:00,Earth,17.4552791428,62839.0049140109,Near Earth asteroid orbits similar to that of 1221 Amor,2085953,85953 (1999 FK21),1047.3167485668482
0,146.0679642714,326.6178974458,1995-02-17 00:00:00,1995-02-17 21:01:00,Earth,31.0132588114,111647.73172118759,Near Earth asteroid orbits similar to that of 1221 Amor,3403074,(2008 CC175),1860.7955286864599
0,133.2155666981,297.8790627982,1995-02-17 00:00:00,1995-02-17 10:53:00,Earth,10.6494801248,38338.1284491947,Near Earth asteroid orbits similar to that of 2062 Aten,3451019,(2009 EF3),638.9688074865784
0,175.6123184804,392.6810818086,1995-02-18 00:00:00,1995-02-18 20:13:00,Earth,6.1085229744000005,21990.6827079513,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3766092,(2016 YE3),366.511378465855
0,92.1626548503,206.08196123209999,1995-02-18 00:00:00,1995-02-18 15:01:00,Earth,11.217348156400002,40382.4533630756,An asteroid orbit contained entirely within the orbit of the Eart,3703545,(2015 AJ44),673.0408893845932
0,19.2555078188,43.0566244241,1995-02-18 00:00:00,1995-02-18 07:59:00,Earth,9.0552146724,32598.772820709302,Near Earth asteroid orbits similar to that of 2062 Aten,3776085,(2017 MA5),543.312880345155
0,29.144390453499998,65.1688382168,1995-02-18 00:00:00,1995-02-18 16:05:00,Earth,7.5756500407,27272.340146549,Near Earth asteroid orbits similar to that of 1221 Amor,3843636,(2019 QZ3),454.5390024424833
0,7.3207398935,16.3696720474,1995-02-15 00:00:00,1995-02-15 09:40:00,Earth,23.4100298231,84276.1073632331,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3647013,(2013 QP48),1404.6017893872183
0,242.41248110080002,542.0507863358,1995-02-15 00:00:00,1995-02-15 02:13:00,Earth,3.089003928,11120.4141406276,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3314405,(2006 BX139),185.34023567712666
0,76.6575573531,171.4115092306,1995-02-15 00:00:00,1995-02-15 01:46:00,Earth,7.919524047,28510.2865690244,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3702321,(2014 YF),475.17144281707334
0,201.62991944279997,450.8582061718,1995-02-15 00:00:00,1995-02-15 22:36:00,Earth,2.1643758564,7791.7530829515,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3447920,(2009 DF1),129.862551382525
0,167.7084621628,375.00752179809996,1995-02-15 00:00:00,1995-02-15 02:15:00,Earth,20.0192419611,72069.2710600874,Near Earth asteroid orbits similar to that of 2062 Aten,3426410,(2008 QV11),1201.1545176681234
0,92.1626548503,206.08196123209999,1995-02-15 00:00:00,1995-02-15 18:33:00,Earth,8.526855944400001,30696.681399696,An asteroid orbit contained entirely within the orbit of the Eart,3666785,(2014 FP47),511.61135666160004
0,16.0160337979,35.8129403019,1995-02-15 00:00:00,1995-02-15 06:13:00,Earth,4.6554785934,16759.7229360863,Near Earth asteroid orbits similar to that of 1221 Amor,3719196,(2015 JR1),279.3287156014383
0,63.7609789875,142.57388332809998,1995-02-15 00:00:00,1995-02-15 18:07:00,Earth,7.9199338078,28511.7617082204,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3610026,(2012 TB53),475.19602847034
0,5.411964966599999,12.1015215572,1995-02-15 00:00:00,1995-02-15 03:10:00,Earth,19.4732712844,70103.7766238148,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989296,(2020 BK13),1168.39627706358
0,530.3407233187,1185.8779085771,1995-02-16 00:00:00,1995-02-16 18:35:00,Earth,16.7314553517,60233.2392661186,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2306462,306462 (1999 RC32),1003.8873211019767
0,46.190746028199996,103.28564805040001,1995-02-16 00:00:00,1995-02-16 13:12:00,Earth,14.5882415865,52517.6697114198,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3371672,(2007 FJ1),875.29449519033
0,139.49382293440001,311.91767052259996,1995-02-16 00:00:00,1995-02-16 01:05:00,Earth,28.2415483514,101669.5740652034,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3448109,(2009 DB12),1694.4929010867234
0,92.1626548503,206.08196123209999,1995-02-16 00:00:00,1995-02-16 16:11:00,Earth,16.299622651099998,58678.641543813486,Near Earth asteroid orbits similar to that of 1221 Amor,3423827,(2008 PR9),977.9773590635581
0,18.388867207,41.1187571041,1995-02-16 00:00:00,1995-02-16 21:47:00,Earth,10.461926587699999,37662.9357158986,Near Earth asteroid orbits similar to that of 2062 Aten,3740929,(2016 BW14),627.7155952649767
0,6.676594135,14.9293183439,1995-02-16 00:00:00,1995-02-16 04:59:00,Earth,5.4687564032000004,19687.5230515691,Near Earth asteroid orbits similar to that of 1221 Amor,3752430,(2016 HD3),328.12538419281833
1,1460.6796427135998,3266.1789744576,1995-02-13 00:00:00,1995-02-13 07:58:00,Earth,33.931711008200004,122154.1596293958,Near Earth asteroid orbits similar to that of 2062 Aten,2192642,192642 (1999 RD32),2035.90266048993
0,9.0814454086,20.3067292676,1995-02-13 00:00:00,1995-02-13 08:00:00,Earth,13.3856782032,48188.4415313854,Near Earth asteroid orbits similar to that of 2062 Aten,3836139,(2018 VA6),803.1406921897566
0,12.721987853900002,28.447229650300002,1995-02-13 00:00:00,1995-02-13 23:47:00,Earth,17.8763553959,64354.879425373205,Near Earth asteroid orbits similar to that of 2062 Aten,3799861,(2018 EZ2),1072.5813237562202
0,8.4053340207,18.7948982439,1995-02-13 00:00:00,1995-02-13 20:20:00,Earth,13.4666716675,48480.018002933,Near Earth asteroid orbits similar to that of 1221 Amor,3836049,(2018 VX1),808.0003000488833
0,14.6067964271,32.6617897446,1995-02-13 00:00:00,1995-02-13 01:14:00,Earth,17.715238164000002,63774.8573904191,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3798979,(2018 BR6),1062.9142898403184
0,20.1629919443,45.0858206172,1995-02-13 00:00:00,1995-02-13 16:36:00,Earth,13.4239826447,48326.337520775305,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3776011,(2017 MZ2),805.4389586795884
0,27.8326768072,62.2357573367,1995-02-14 00:00:00,1995-02-14 01:53:00,Earth,8.4443752677,30399.7509636371,Near Earth asteroid orbits similar to that of 2062 Aten,3402249,(2008 CK70),506.6625160606183
0,384.1978910643,859.0926012317999,1995-02-14 00:00:00,1995-02-14 00:23:00,Earth,16.820418964,60553.50827031581,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2162015,162015 (1994 TF2),1009.2251378385969
0,96.50614695790001,215.7943048444,1995-02-14 00:00:00,1995-02-14 20:01:00,Earth,11.262864323199999,40546.3115634109,Near Earth asteroid orbits similar to that of 1221 Amor,3843369,(2019 OS1),675.7718593901816
0,53.0340723319,118.5877908577,1995-02-14 00:00:00,1995-02-14 08:40:00,Earth,20.4659421992,73677.3919169638,An asteroid orbit contained entirely within the orbit of the Eart,3892166,(2019 UP13),1227.9565319493965
0,50.6471458835,113.25046106180001,1995-02-26 00:00:00,1995-02-26 10:32:00,Earth,14.1517345446,50946.244360510995,An asteroid orbit contained entirely within the orbit of the Eart,3757202,(2016 PP27),849.1040726751833
0,30.5179232594,68.24015094010001,1995-02-26 00:00:00,1995-02-26 23:49:00,Earth,11.5355023458,41527.8084448228,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3799683,(2018 DC),692.1301407470467
0,242.41248110080002,542.0507863358,1995-02-26 00:00:00,1995-02-26 06:20:00,Earth,7.336099057899999,26409.9566083647,Near Earth asteroid orbits similar to that of 1221 Amor,2334412,334412 (2002 EZ2),440.165943472745
0,291.4439045349,651.6883821679,1995-02-26 00:00:00,1995-02-26 05:33:00,Earth,16.0048924285,57617.612742524005,An asteroid orbit contained entirely within the orbit of the Eart,2340291,340291 (2006 CV),960.2935457087334
1,171.0625637514,382.5075209536,1995-02-26 00:00:00,1995-02-26 03:06:00,Earth,16.071979809800002,57859.1273154496,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3989242,(2020 BN10),964.3187885908267
0,581.5070396458,1300.2892700427,1995-02-24 00:00:00,1995-02-24 16:10:00,Earth,10.6718263642,38418.5749110826,Near Earth asteroid orbits similar to that of 1221 Amor,3766034,(2016 XQ23),640.3095818513767
0,5.553349115800001,12.417666125699999,1995-02-24 00:00:00,1995-02-24 15:04:00,Earth,12.2801695833,44208.610499956296,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3627010,(2013 CL129),736.8101749992716
0,63.7609789875,142.57388332809998,1995-02-24 00:00:00,1995-02-24 18:46:00,Earth,29.9575051775,107847.01863911052,Near Earth asteroid orbits similar to that of 2062 Aten,3031176,(2000 EB14),1797.450310651842
0,44.9940386047,100.6097289024,1995-02-24 00:00:00,1995-02-24 05:09:00,Earth,3.6067025449,12984.1291616758,Near Earth asteroid orbits similar to that of 2062 Aten,3989653,(2020 CJ1),216.40215269459668
0,146.0679642714,326.6178974458,1995-02-25 00:00:00,1995-02-25 01:37:00,Earth,17.1644285178,61791.942663973095,An asteroid orbit contained entirely within the orbit of the Eart,3599543,(2012 DQ8),1029.8657110662182
0,15.295193534400001,34.201092472,1995-02-25 00:00:00,1995-02-25 11:14:00,Earth,4.7740040353,17186.4145271212,Near Earth asteroid orbits similar to that of 1221 Amor,3736504,(2015 XN261),286.4402421186867
0,38.419789106399996,85.9092601232,1995-02-25 00:00:00,1995-02-25 00:26:00,Earth,4.3442246652,15639.2087947834,An asteroid orbit contained entirely within the orbit of the Eart,3771019,(2017 ED3),260.6534799130567
0,63.7609789875,142.57388332809998,1995-02-25 00:00:00,1995-02-25 18:50:00,Earth,15.6983661426,56514.118113464014,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3843177,(2019 NW3),941.9019685577335
0,20.7469842192,46.39166704220001,1995-02-25 00:00:00,1995-02-25 12:08:00,Earth,9.8624570411,35504.845348071496,Near Earth asteroid orbits similar to that of 2062 Aten,3986764,(2020 BM1),591.7474224678583
1,146.0679642714,326.6178974458,1995-02-22 00:00:00,1995-02-22 07:01:00,Earth,19.2231654576,69203.395647432,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3646046,(2013 QU1),1153.3899274572
